C:\Users\User\Documents\Arduino\CentrifugeV2MotorArduino\mcp4725_voltage\mcp4725_voltage.ino
MCP4725_VERSION: 0.4.0

Voltage:	0.00


1017ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]102000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]102500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]103000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]103500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]104000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]104500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]105000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]105500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]106000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]106500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]107000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]107500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]108000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]108500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]109000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]109500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]110000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]110500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]111000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]111500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]112000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]112500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]113000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]113500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]114000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]114500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]115000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]115500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]116000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]116500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]117000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]117500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]118000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]118500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]119000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]119500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]120000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]120500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]121000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]121500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]122000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]122500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]123000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]123500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]124000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]124500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]125000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]125500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]126000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]126500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]127000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]127500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]128000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]128500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]129000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]129500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]130000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]130500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]131000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]131500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]132000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]132500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]133000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]133500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]134000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]134500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]135000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]135500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]136000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]136500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]137000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]137500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]138000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]138500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]139000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]139500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]140000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]140500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]141000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]141500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]142000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]142500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]143000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]143500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]144000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]144500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]145000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]145500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]146000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]146500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]147000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]147500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]148000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]148500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]149000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]149500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]150000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]150500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]151000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]151500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]152000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]152500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]153000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]153500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]154000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]154500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]155000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]155500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]156000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]156500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]157000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]157500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]158000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]158500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]159000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]159500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]160000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]160500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]161000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]161500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]162000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]162500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]163000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]163500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]164000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]164500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]165000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]165500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]166000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]166500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]167000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]167500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]168000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]168500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]169000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]169500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]170000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]170500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]171000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]171500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]172000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]172500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]173000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]173500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]174000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]174500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]175000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]175500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]176000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]176500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]177000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]177500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]178000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]178500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]179000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]179500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]180000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]180500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]181000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]181500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]182000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]182500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]183000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]183500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]184000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]184500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]185000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]185500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]186000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]186500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]187000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]187500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]188000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]188500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]189000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]189500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]190000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]190500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]191000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]191500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]192000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]192500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]193000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]193500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]194000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]194500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]195000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]195500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]196000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]196500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]197000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]197500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]198000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]198500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]199000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]199500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]200000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]200500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]201000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]201500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]202000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]202500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]203000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.20] z[1.07] mag[1.09]203500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
