C:\Users\User\Documents\Arduino\CentrifugeV2MotorArduino\mcp4725_voltage\mcp4725_voltage.ino
MCP4725_VERSION: 0.4.0

Voltage:	0.00


1017ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKINGx[0.05] y[0.35] z[1.05] mag[1.11] 7.35 degrees
353500ms, 0.00RPM, 210.57avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.04] mag[1.10] 8.49 degrees
354000ms, 0.00RPM, 210.27avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.32] z[1.05] mag[1.10] 7.97 degrees
354500ms, 0.00RPM, 209.97avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.38] z[1.06] mag[1.13] 9.18 degrees
355000ms, 0.00RPM, 209.68avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.33] z[1.05] mag[1.10] 7.21 degrees
355500ms, 0.00RPM, 209.38avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.35] z[1.05] mag[1.11] 9.46 degrees
356000ms, 0.00RPM, 209.09avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.09] mag[1.14] 11.61 degrees
356500ms, 0.00RPM, 208.79avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.31] z[1.06] mag[1.10] 8.99 degrees
357000ms, 0.00RPM, 208.50avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.05] mag[1.11] 8.68 degrees
357500ms, 0.00RPM, 208.21avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.35] z[1.05] mag[1.11] 9.24 degrees
358000ms, 0.00RPM, 207.92avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.06] mag[1.11] 9.24 degrees
358500ms, 0.00RPM, 207.63avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.37] z[1.06] mag[1.12] 9.34 degrees
359000ms, 0.00RPM, 207.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.04] mag[1.10] 8.13 degrees
359500ms, 0.00RPM, 207.05avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.05] mag[1.10] 8.82 degrees
360000ms, 0.00RPM, 206.76avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.33] z[1.06] mag[1.11] 9.92 degrees
360500ms, 0.00RPM, 206.48avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.06] mag[1.11] 9.24 degrees
361000ms, 0.00RPM, 206.19avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.05] mag[1.11] 8.83 degrees
361500ms, 0.00RPM, 205.91avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.07] mag[1.12] 10.23 degrees
362000ms, 0.00RPM, 205.62avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.37] z[1.05] mag[1.12] 8.63 degrees
362500ms, 0.00RPM, 205.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.05] mag[1.10] 8.62 degrees
363000ms, 0.00RPM, 205.05avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.06] mag[1.11] 9.18 degrees
363500ms, 0.00RPM, 204.77avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.32] z[1.06] mag[1.11] 8.95 degrees
364000ms, 0.00RPM, 204.49avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.04] mag[1.10] 7.54 degrees
364500ms, 0.00RPM, 204.21avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.05] mag[1.11] 8.22 degrees
365000ms, 0.00RPM, 203.93avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.06] mag[1.12] 10.03 degrees
365500ms, 0.00RPM, 203.65avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.05] mag[1.11] 8.23 degrees
366000ms, 0.00RPM, 203.37avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.05] mag[1.10] 8.17 degrees
366500ms, 0.00RPM, 203.10avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.04] mag[1.09] 7.98 degrees
367000ms, 0.00RPM, 202.82avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.32] z[1.07] mag[1.11] 9.32 degrees
367500ms, 0.00RPM, 202.54avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.06] mag[1.11] 9.24 degrees
368000ms, 0.00RPM, 202.27avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.05] mag[1.11] 9.04 degrees
368500ms, 0.00RPM, 201.99avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.04] mag[1.10] 7.43 degrees
369000ms, 0.00RPM, 201.72avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.31] z[1.05] mag[1.10] 9.09 degrees
369500ms, 0.00RPM, 201.45avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.04] mag[1.10] 8.48 degrees
370000ms, 0.00RPM, 201.18avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.06] mag[1.11] 9.14 degrees
370500ms, 0.00RPM, 200.90avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.30] z[1.01] mag[1.05] 2.48 degrees
371000ms, 0.00RPM, 200.63avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.29] z[1.05] mag[1.10] 7.82 degrees
371500ms, 0.00RPM, 200.36avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.06] mag[1.12] 9.52 degrees
372000ms, 0.00RPM, 200.09avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.05] mag[1.10] 8.10 degrees
372500ms, 0.00RPM, 199.83avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.06] mag[1.11] 8.84 degrees
373000ms, 0.00RPM, 199.56avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.03] mag[1.09] 6.85 degrees
373500ms, 0.00RPM, 199.29avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.36] z[1.05] mag[1.11] 8.30 degrees
374000ms, 0.00RPM, 199.02avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.10] 8.23 degrees
374500ms, 0.00RPM, 198.76avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.05] mag[1.10] 8.62 degrees
375000ms, 0.00RPM, 198.49avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.06] mag[1.10] 9.29 degrees
375500ms, 0.00RPM, 198.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.06] mag[1.12] 9.04 degrees
376000ms, 0.00RPM, 197.97avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.32] z[1.05] mag[1.09] 7.86 degrees
376500ms, 0.00RPM, 197.70avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.35] z[1.05] mag[1.11] 8.02 degrees
377000ms, 0.00RPM, 197.44avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.05] mag[1.10] 8.17 degrees
377500ms, 0.00RPM, 197.18avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.33] z[1.05] mag[1.11] 8.22 degrees
378000ms, 0.00RPM, 196.92avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.33] z[1.03] mag[1.08] 7.27 degrees
378500ms, 0.00RPM, 196.66avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.32] z[1.06] mag[1.11] 9.77 degrees
379000ms, 0.00RPM, 196.40avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.06] mag[1.11] 8.76 degrees
379500ms, 0.00RPM, 196.14avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.05] y[0.34] z[1.12] mag[1.18] 14.46 degrees
380000ms, 0.00RPM, 195.88avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.09] 7.83 degrees
380500ms, 0.00RPM, 195.62avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.05] mag[1.11] 8.18 degrees
381000ms, 0.00RPM, 195.37avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.05] mag[1.10] 8.30 degrees
381500ms, 0.00RPM, 195.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.07] mag[1.12] 9.04 degrees
382000ms, 0.00RPM, 194.86avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.05] mag[1.10] 8.15 degrees
382500ms, 0.00RPM, 194.60avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.06] mag[1.12] 9.73 degrees
383000ms, 0.00RPM, 194.35avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.10] 8.54 degrees
383500ms, 0.00RPM, 194.09avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.32] z[1.05] mag[1.10] 8.62 degrees
384000ms, 0.00RPM, 193.84avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.04] mag[1.09] 6.81 degrees
384500ms, 0.00RPM, 193.59avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.31] z[1.10] mag[1.14] 11.60 degrees
385000ms, 0.00RPM, 193.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.06] mag[1.12] 8.86 degrees
385500ms, 0.00RPM, 193.09avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.32] z[1.08] mag[1.13] 9.89 degrees
386000ms, 0.00RPM, 192.84avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.34] z[1.09] mag[1.14] 11.56 degrees
386500ms, 0.00RPM, 192.59avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.33] z[1.04] mag[1.10] 8.98 degrees
387000ms, 0.00RPM, 192.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.06] mag[1.12] 9.52 degrees
387500ms, 0.00RPM, 192.09avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.05] mag[1.10] 8.56 degrees
388000ms, 0.00RPM, 191.84avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.36] z[1.05] mag[1.11] 8.02 degrees
388500ms, 0.00RPM, 191.60avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.31] z[1.04] mag[1.09] 8.23 degrees
389000ms, 0.00RPM, 191.35avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.37] z[1.05] mag[1.11] 8.93 degrees
389500ms, 0.00RPM, 191.10avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.05] mag[1.10] 8.20 degrees
390000ms, 0.00RPM, 190.86avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.28] z[1.01] mag[1.05] 2.57 degrees
390500ms, 0.00RPM, 190.61avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.05] mag[1.10] 8.23 degrees
391000ms, 0.00RPM, 190.37avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.04] mag[1.10] 7.78 degrees
391500ms, 0.00RPM, 190.13avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.37] z[1.03] mag[1.09] 5.99 degrees
392000ms, 0.00RPM, 189.89avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.05] mag[1.11] 8.89 degrees
392500ms, 0.00RPM, 189.64avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.33] z[1.09] mag[1.14] 11.56 degrees
393000ms, 0.00RPM, 189.40avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.08] mag[1.14] 10.72 degrees
393500ms, 0.00RPM, 189.16avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.06] mag[1.11] 9.84 degrees
394000ms, 0.00RPM, 188.92avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.05] mag[1.10] 8.84 degrees
394500ms, 0.00RPM, 188.68avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.35] z[1.06] mag[1.12] 9.18 degrees
395000ms, 0.00RPM, 188.44avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.10] 8.26 degrees
395500ms, 0.00RPM, 188.20avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.05] mag[1.10] 7.88 degrees
396000ms, 0.00RPM, 187.97avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.04] mag[1.10] 7.59 degrees
396500ms, 0.00RPM, 187.73avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.37] z[1.05] mag[1.11] 7.83 degrees
397000ms, 0.00RPM, 187.49avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.07] mag[1.12] 9.95 degrees
397500ms, 0.00RPM, 187.26avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.04] mag[1.10] 7.29 degrees
398000ms, 0.00RPM, 187.02avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.06] mag[1.11] 9.64 degrees
398500ms, 0.00RPM, 186.79avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.34] z[1.04] mag[1.10] 8.39 degrees
399000ms, 0.00RPM, 186.55avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.05] mag[1.11] 7.72 degrees
399500ms, 0.00RPM, 186.32avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.34] z[1.05] mag[1.11] 9.46 degrees
400000ms, 0.00RPM, 186.09avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.17] mag[1.22] 15.14 degrees
400500ms, 0.00RPM, 185.86avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.06] mag[1.11] 9.39 degrees
401000ms, 0.00RPM, 185.62avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.35] z[1.07] mag[1.13] 10.31 degrees
401500ms, 0.00RPM, 185.39avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.07] y[0.30] z[1.02] mag[1.07] 4.18 degrees
402000ms, 0.00RPM, 185.16avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.06] mag[1.12] 9.18 degrees
402500ms, 0.00RPM, 184.93avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.05] mag[1.10] 8.17 degrees
403000ms, 0.00RPM, 184.70avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.25] z[1.06] mag[1.09] 9.69 degrees
403500ms, 0.00RPM, 184.47avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.35] z[1.05] mag[1.11] 8.30 degrees
404000ms, 0.00RPM, 184.24avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.04] mag[1.10] 7.64 degrees
404500ms, 0.00RPM, 184.02avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.35] z[1.04] mag[1.10] 8.21 degrees
405000ms, 0.00RPM, 183.79avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.04] mag[1.09] 7.48 degrees
405500ms, 0.00RPM, 183.56avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.32] z[1.05] mag[1.10] 8.67 degrees
406000ms, 0.00RPM, 183.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.04] mag[1.10] 7.66 degrees
406500ms, 0.00RPM, 183.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.37] z[1.07] mag[1.14] 10.62 degrees
407000ms, 0.00RPM, 182.89avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.04] mag[1.10] 6.91 degrees
407500ms, 0.00RPM, 182.66avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.05] mag[1.10] 7.88 degrees
408000ms, 0.00RPM, 182.44avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.27] z[1.04] mag[1.08] 8.69 degrees
408500ms, 0.00RPM, 182.22avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.35] z[1.06] mag[1.11] 9.85 degrees
409000ms, 0.00RPM, 181.99avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.08] mag[1.13] 11.08 degrees
409500ms, 0.00RPM, 181.77avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.13] mag[1.18] 12.53 degrees
410000ms, 0.00RPM, 181.55avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.32] z[1.05] mag[1.09] 7.57 degrees
410500ms, 0.00RPM, 181.33avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.04] mag[1.09] 7.29 degrees
411000ms, 0.00RPM, 181.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.04] mag[1.10] 7.80 degrees
411500ms, 0.00RPM, 180.89avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.06] mag[1.12] 9.78 degrees
412000ms, 0.00RPM, 180.67avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.05] mag[1.10] 8.36 degrees
412500ms, 0.00RPM, 180.45avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.29] z[1.08] mag[1.12] 11.52 degrees
413000ms, 0.00RPM, 180.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.33] z[1.11] mag[1.16] 12.55 degrees
413500ms, 0.00RPM, 180.01avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.33] z[1.04] mag[1.09] 7.66 degrees
414000ms, 0.00RPM, 179.79avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.31] z[1.06] mag[1.10] 8.71 degrees
414500ms, 0.00RPM, 179.58avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.32] z[1.04] mag[1.09] 8.30 degrees
415000ms, 0.00RPM, 179.36avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.04] mag[1.09] 7.82 degrees
415500ms, 0.00RPM, 179.15avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.29] z[1.05] mag[1.09] 7.93 degrees
416000ms, 0.00RPM, 178.93avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.32] z[1.04] mag[1.09] 8.21 degrees
416500ms, 0.00RPM, 178.72avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.05] mag[1.11] 9.04 degrees
417000ms, 0.00RPM, 178.50avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.06] mag[1.11] 9.09 degrees
417500ms, 0.00RPM, 178.29avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.32] z[1.06] mag[1.10] 9.44 degrees
418000ms, 0.00RPM, 178.07avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.04] mag[1.10] 7.43 degrees
418500ms, 0.00RPM, 177.86avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.32] z[1.09] mag[1.14] 10.89 degrees
419000ms, 0.00RPM, 177.65avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.31] z[1.07] mag[1.12] 9.22 degrees
419500ms, 0.00RPM, 177.44avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.27] z[1.04] mag[1.07] 7.45 degrees
420000ms, 0.00RPM, 177.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.11] 8.59 degrees
420500ms, 0.00RPM, 177.02avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.04] mag[1.08] 7.45 degrees
421000ms, 0.00RPM, 176.81avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.06] mag[1.12] 9.04 degrees
421500ms, 0.00RPM, 176.60avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.06] mag[1.11] 9.29 degrees
422000ms, 0.00RPM, 176.39avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.07] mag[1.13] 10.08 degrees
422500ms, 0.00RPM, 176.18avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.05] mag[1.11] 8.79 degrees
423000ms, 0.00RPM, 175.97avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.36] z[1.05] mag[1.11] 9.25 degrees
423500ms, 0.00RPM, 175.76avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.04] mag[1.10] 7.88 degrees
424000ms, 0.00RPM, 175.55avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.38] z[1.04] mag[1.11] 8.06 degrees
424500ms, 0.00RPM, 175.35avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.33] z[1.06] mag[1.11] 9.44 degrees
425000ms, 0.00RPM, 175.14avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.03] mag[1.08] 6.73 degrees
425500ms, 0.00RPM, 174.94avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.06] mag[1.12] 9.38 degrees
426000ms, 0.00RPM, 174.73avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.05] mag[1.11] 8.98 degrees
426500ms, 0.00RPM, 174.53avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.06] mag[1.12] 9.43 degrees
427000ms, 0.00RPM, 174.32avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.07] mag[1.13] 10.29 degrees
427500ms, 0.00RPM, 174.12avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.06] mag[1.11] 9.14 degrees
428000ms, 0.00RPM, 173.91avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.34] z[1.05] mag[1.10] 7.26 degrees
428500ms, 0.00RPM, 173.71avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.35] z[1.08] mag[1.14] 11.62 degrees
429000ms, 0.00RPM, 173.51avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.05] mag[1.11] 9.03 degrees
429500ms, 0.00RPM, 173.31avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.28] z[1.09] mag[1.12] 10.67 degrees
430000ms, 0.00RPM, 173.10avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.28] z[1.02] mag[1.06] 5.21 degrees
430500ms, 0.00RPM, 172.90avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.33] z[1.06] mag[1.11] 8.47 degrees
431000ms, 0.00RPM, 172.70avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.05] mag[1.10] 8.02 degrees
431500ms, 0.00RPM, 172.50avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.03] mag[1.09] 7.39 degrees
432000ms, 0.00RPM, 172.30avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.36] z[1.05] mag[1.11] 7.74 degrees
432500ms, 0.00RPM, 172.10avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.35] z[1.05] mag[1.11] 7.93 degrees
433000ms, 0.00RPM, 171.91avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.06] mag[1.12] 9.76 degrees
433500ms, 0.00RPM, 171.71avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.03] mag[1.09] 6.60 degrees
434000ms, 0.00RPM, 171.51avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.05] mag[1.11] 8.49 degrees
434500ms, 0.00RPM, 171.31avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.06] mag[1.12] 8.95 degrees
435000ms, 0.00RPM, 171.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.32] z[1.07] mag[1.11] 10.05 degrees
435500ms, 0.00RPM, 170.92avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.04] mag[1.10] 7.93 degrees
436000ms, 0.00RPM, 170.72avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.09] mag[1.14] 11.30 degrees
436500ms, 0.00RPM, 170.53avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.10] 8.17 degrees
437000ms, 0.00RPM, 170.33avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.04] mag[1.09] 7.54 degrees
437500ms, 0.00RPM, 170.14avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.27] z[1.07] mag[1.10] 9.18 degrees
438000ms, 0.00RPM, 169.94avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.31] z[1.05] mag[1.10] 7.97 degrees
438500ms, 0.00RPM, 169.75avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.37] z[1.06] mag[1.12] 8.60 degrees
439000ms, 0.00RPM, 169.56avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.05] mag[1.11] 8.45 degrees
439500ms, 0.00RPM, 169.36avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.05] mag[1.11] 8.74 degrees
440000ms, 0.00RPM, 169.17avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.05] mag[1.10] 8.62 degrees
440500ms, 0.00RPM, 168.98avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.08] mag[1.13] 10.22 degrees
441000ms, 0.00RPM, 168.79avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.36] z[1.04] mag[1.10] 8.52 degrees
